source,image,split,rank,primary_tag,priority,hardcase_similarity_score,dice,precision,recall,boundary_iou,component_delta,component_count,fg_frac,nearest_center_gap,fg_bg_contrast,panel,review_action,allowed_use,review_status,human_decision,human_notes
R125 train hard-case analogue,1879.png,train,62,all_hard,P1,0.5336099186587235,,,,,,25.0,0.03428082838064561,0.02367749996483326,0.18806219100952148,,review train label/protocol consistency before using in training,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,5692.png,train,31,underreach_high_precision,P1,0.5339982598770682,,,,,,26.0,0.022675819311550806,0.03163613751530647,0.35459667444229126,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15509.png,train,32,underreach_high_precision,P1,0.5365583174943745,,,,,,22.0,0.020701883446981487,0.03901777043938637,0.2525993883609772,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3448.png,train,49,overmask_low_precision,P1,0.5414201100638376,,,,,,24.0,0.031414639939060594,0.024644237011671066,0.08053809404373169,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3483.png,train,63,all_hard,P1,0.5415603282293947,,,,,,25.0,0.03060608301291531,0.030399972572922707,0.04104885458946228,,review train label/protocol consistency before using in training,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2866.png,train,50,overmask_low_precision,P1,0.5444584991085837,,,,,,22.0,0.026952696640414716,0.023816164582967758,0.04237627983093262,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2099.png,train,42,candidate_shared_failure,P1,0.5474989202919806,,,,,,23.0,0.04504684055841293,0.024649841710925102,0.07175956666469574,,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15587.png,train,33,underreach_high_precision,P1,0.5494647073621348,,,,,,25.0,0.02069019648884121,0.030123544856905937,0.2940690517425537,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,4245.png,train,43,candidate_shared_failure,P1,0.5577525173564225,,,,,,23.0,0.04241810993975904,0.028724342584609985,0.03957335650920868,,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15174.png,train,34,underreach_high_precision,P1,0.5578534982913365,,,,,,25.0,0.024766285114868992,0.03400126099586487,0.26854342222213745,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,5117.png,train,64,candidate_fixable,P2,0.4861324092983895,,,,,,22.0,0.016588274554990963,0.03194110840559006,0.25132423639297485,outputs/analysis/r125_hard_case_curation_manifest/panels/26_train_5117_candidate.jpg,compare candidate masks against label; use only after finding train-side analogues,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 val protocol audit analogue,2024.png,val,1,under_separated_bridge,P0,0.42165558233610567,,,,,,26.0,0.03375801576315715,0.02961043268442154,0.03648127615451813,outputs/analysis/r125_hard_case_curation_manifest/panels/09_val_2024_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,protocol_audit_only_not_final_success_metric,pending_human_review,,
R125 val protocol audit analogue,13454.png,val,2,underreach_high_precision,P1,0.41262350892401484,,,,,,25.0,0.021675908333010196,0.036240994930267334,0.30618637800216675,outputs/analysis/r125_hard_case_curation_manifest/panels/07_val_13454_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,protocol_audit_only_not_final_success_metric,pending_human_review,,
R125 val protocol audit analogue,2044.png,val,5,candidate_shared_failure,P1,0.49750996514081647,,,,,,20.0,0.03145635682794837,0.027975670993328094,0.05344654619693756,outputs/analysis/r125_hard_case_curation_manifest/panels/31_val_2044_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,protocol_audit_only_not_final_success_metric,pending_human_review,,
R125 val protocol audit analogue,7269.png,val,3,underreach_high_precision,P1,0.5151823789889302,,,,,,25.0,0.024239895643798186,0.03751722723245621,0.3453400433063507,,check whether GT includes narrow/small epiphysis extent that models consistently miss,protocol_audit_only_not_final_success_metric,pending_human_review,,
R125 val protocol audit analogue,7253.png,val,4,underreach_high_precision,P1,0.5343415507643935,,,,,,25.0,0.017228212584497613,0.03150000795722008,0.316214919090271,,check whether GT includes narrow/small epiphysis extent that models consistently miss,protocol_audit_only_not_final_success_metric,pending_human_review,,
R125 val protocol audit analogue,7312.png,val,6,all_hard,P1,0.5518144746304261,,,,,,23.0,0.02574735885424291,0.028115414083003998,0.2641006410121918,,review val label/protocol consistency before using in training,protocol_audit_only_not_final_success_metric,pending_human_review,,
